father,node_name,depth
Heart Diseases,"Heart Defects, Congenital",3
"Heart Defects, Congenital",22q11 Deletion Syndrome,4
"Heart Defects, Congenital",Aortic Coarctation,4
"Heart Defects, Congenital",Arrhythmogenic Right Ventricular Dysplasia,4
"Heart Defects, Congenital",Barth Syndrome,4
"Heart Defects, Congenital",Cor Triatriatum,4
"Heart Defects, Congenital",Coronary Vessel Anomalies,4
"Heart Defects, Congenital",Crisscross Heart,4
"Heart Defects, Congenital",Dextrocardia,4
"Heart Defects, Congenital","Ductus Arteriosus, Patent",4
"Heart Defects, Congenital",Ebstein Anomaly,4
"Heart Defects, Congenital",Eisenmenger Complex,4
"Heart Defects, Congenital",Heart Septal Defects,4
"Heart Defects, Congenital",Heterotaxy Syndrome,4
"Heart Defects, Congenital",Hypoplastic Left Heart Syndrome,4
"Heart Defects, Congenital",Isolated Noncompaction of the Ventricular Myocardium,4
"Heart Defects, Congenital",LEOPARD Syndrome,4
"Heart Defects, Congenital",Levocardia,4
"Heart Defects, Congenital",Marfan Syndrome,4
"Heart Defects, Congenital",Noonan Syndrome,4
"Heart Defects, Congenital",Tetralogy of Fallot,4
"Heart Defects, Congenital",Transposition of Great Vessels,4
"Heart Defects, Congenital",Tricuspid Atresia,4
"Heart Defects, Congenital",Trilogy of Fallot,4
"Heart Defects, Congenital",Trisomy 13 Syndrome,4
"Heart Defects, Congenital",Trisomy 18 Syndrome,4
"Heart Defects, Congenital",Turner Syndrome,4
Heart Diseases,Heart Failure,3
Heart Failure,Cardio-Renal Syndrome,4
Heart Failure,"Dyspnea, Paroxysmal",4
Heart Failure,"Edema, Cardiac",4
Heart Failure,"Heart Failure, Diastolic",4
Heart Failure,"Heart Failure, Systolic",4
Heart Diseases,Heart Neoplasms,3
Heart Neoplasms,Carney Complex,4
Heart Diseases,Heart Rupture,3
Heart Rupture,"Heart Rupture, Post-Infarction",4
Heart Diseases,Heart Valve Diseases,3
Heart Valve Diseases,Aortic Valve Insufficiency,4
Heart Valve Diseases,Aortic Valve Stenosis,4
Heart Valve Diseases,Heart Valve Prolapse,4
Heart Valve Diseases,Mitral Valve Insufficiency,4
Heart Valve Diseases,Mitral Valve Stenosis,4
Heart Valve Diseases,Pulmonary Atresia,4
Heart Valve Diseases,Pulmonary Valve Insufficiency,4
Heart Valve Diseases,Pulmonary Valve Stenosis,4
Heart Valve Diseases,Tricuspid Atresia,4
Heart Valve Diseases,Tricuspid Valve Insufficiency,4
Heart Valve Diseases,Tricuspid Valve Stenosis,4
Heart Diseases,Myocardial Ischemia,3
Myocardial Ischemia,Acute Coronary Syndrome,4
Myocardial Ischemia,Angina Pectoris,4
Myocardial Ischemia,Coronary Disease,4
Myocardial Ischemia,Kounis Syndrome,4
Myocardial Ischemia,Myocardial Infarction,4
Myocardial Ischemia,Myocardial Reperfusion Injury,4
Heart Diseases,Myocardial Stunning,3
Heart Diseases,Pericardial Effusion,3
Heart Diseases,Pericarditis,3
Pericarditis,"Pericarditis, Constrictive",4
Pericarditis,"Pericarditis, Tuberculous",4
Heart Diseases,Pneumopericardium,3
Heart Diseases,Postpericardiotomy Syndrome,3
Heart Diseases,Pulmonary Heart Disease,3
Heart Diseases,Rheumatic Heart Disease,3
Heart Diseases,Ventricular Dysfunction,3
Ventricular Dysfunction,"Ventricular Dysfunction, Left",4
Ventricular Dysfunction,"Ventricular Dysfunction, Right",4
Heart Diseases,Ventricular Outflow Obstruction,3
Ventricular Outflow Obstruction,Aortic Valve Stenosis,4
Ventricular Outflow Obstruction,Pulmonary Valve Stenosis,4
Cardiovascular Diseases,"Pregnancy Complications, Cardiovascular",2
"Pregnancy Complications, Cardiovascular","Embolism, Amniotic Fluid",3
Cardiovascular Diseases,Vascular Diseases,2
Vascular Diseases,Aneurysm,3
Aneurysm,"Aneurysm, Dissecting",4
Aneurysm,"Aneurysm, False",4
Aneurysm,"Aneurysm, Infected",4
Aneurysm,"Aneurysm, Ruptured",4
Aneurysm,Aortic Aneurysm,4
Aneurysm,Coronary Aneurysm,4
Aneurysm,Endoleak,4
Aneurysm,Heart Aneurysm,4
Aneurysm,Iliac Aneurysm,4
Aneurysm,Intracranial Aneurysm,4
Aneurysm,Microaneurysm,4
Vascular Diseases,Angiodysplasia,3
Angiodysplasia,Gastric Antral Vascular Ectasia,4
Vascular Diseases,Angiomatosis,3
Angiomatosis,"Angiomatosis, Bacillary",4
Angiomatosis,Klippel-Trenaunay-Weber Syndrome,4
Angiomatosis,Sturge-Weber Syndrome,4
Angiomatosis,von Hippel-Lindau Disease,4
Vascular Diseases,Angioedema,3
Angioedema,"Angioedemas, Hereditary",4
Vascular Diseases,Aortic Diseases,3
Aortic Diseases,Aortic Aneurysm,4
Aortic Diseases,Aortic Arch Syndromes,4
Aortic Diseases,Aortitis,4
Aortic Diseases,Leriche Syndrome,4
Vascular Diseases,Arterial Occlusive Diseases,3
Arterial Occlusive Diseases,Arteriosclerosis,4
Arterial Occlusive Diseases,Carotid Stenosis,4
Arterial Occlusive Diseases,Fibromuscular Dysplasia,4
Arterial Occlusive Diseases,Leriche Syndrome,4
Arterial Occlusive Diseases,Malignant Atrophic Papulosis,4
Arterial Occlusive Diseases,Median Arcuate Ligament Syndrome,4
Arterial Occlusive Diseases,Mesenteric Vascular Occlusion,4
Arterial Occlusive Diseases,Moyamoya Disease,4
Arterial Occlusive Diseases,Renal Artery Obstruction,4
Arterial Occlusive Diseases,Retinal Artery Occlusion,4
Arterial Occlusive Diseases,"Stenosis, Pulmonary Artery",4
Arterial Occlusive Diseases,Thromboangiitis Obliterans,4
Vascular Diseases,Arteriovenous Malformations,3
Arteriovenous Malformations,Arteriovenous Fistula,4
Arteriovenous Malformations,Intracranial Arteriovenous Malformations,4
Vascular Diseases,Capillary Leak Syndrome,3
Vascular Diseases,Cerebrovascular Disorders,3
Cerebrovascular Disorders,Basal Ganglia Cerebrovascular Disease,4
Cerebrovascular Disorders,Brain Ischemia,4
Cerebrovascular Disorders,Carotid Artery Diseases,4
Cerebrovascular Disorders,Cerebral Small Vessel Diseases,4
Cerebrovascular Disorders,Cerebrovascular Trauma,4
Cerebrovascular Disorders,Intracranial Arterial Diseases,4
Cerebrovascular Disorders,Intracranial Embolism and Thrombosis,4
Cerebrovascular Disorders,Intracranial Hemorrhages,4
Cerebrovascular Disorders,"Leukomalacia, Periventricular",4
Cerebrovascular Disorders,Sneddon Syndrome,4
Cerebrovascular Disorders,Stroke,4
Cerebrovascular Disorders,Vascular Headaches,4
Cerebrovascular Disorders,"Vasculitis, Central Nervous System",4
Cerebrovascular Disorders,"Vasospasm, Intracranial",4
Vascular Diseases,"Colitis, Ischemic",3
Vascular Diseases,Compartment Syndromes,3
Compartment Syndromes,Anterior Compartment Syndrome,4
Compartment Syndromes,Intra-Abdominal Hypertension,4
Compartment Syndromes,Ischemic Contracture,4
Vascular Diseases,Diabetic Angiopathies,3
Diabetic Angiopathies,Diabetic Foot,4
Diabetic Angiopathies,Diabetic Retinopathy,4
Vascular Diseases,Embolism and Thrombosis,3
Embolism and Thrombosis,Embolism,4
Embolism and Thrombosis,Thromboembolism,4
Embolism and Thrombosis,Thrombosis,4
Vascular Diseases,Hand-Arm Vibration Syndrome,3
Vascular Diseases,Hemorrhoids,3
Vascular Diseases,Hemostatic Disorders,3
Hemostatic Disorders,Cryoglobulinemia,4
Hemostatic Disorders,Ehlers-Danlos Syndrome,4
Hemostatic Disorders,"Hemangioma, Cavernous",4
Hemostatic Disorders,Multiple Myeloma,4
Hemostatic Disorders,Pseudoxanthoma Elasticum,4
Hemostatic Disorders,"Purpura, Hyperglobulinemic",4
Hemostatic Disorders,Scurvy,4
Hemostatic Disorders,Shwartzman Phenomenon,4
Hemostatic Disorders,"Telangiectasia, Hereditary Hemorrhagic",4
Hemostatic Disorders,Waldenstrom Macroglobulinemia,4
Vascular Diseases,Hepatic Veno-Occlusive Disease,3
Vascular Diseases,Hyperemia,3
Vascular Diseases,Hypertension,3
Hypertension,Essential Hypertension,4
Hypertension,"Hypertension, Malignant",4
Hypertension,"Hypertension, Pregnancy-Induced",4
Hypertension,"Hypertension, Renal",4
Hypertension,Hypertensive Retinopathy,4
Hypertension,Masked Hypertension,4
Hypertension,White Coat Hypertension,4
Vascular Diseases,Hypotension,3
Hypotension,"Hypotension, Orthostatic",4
Hypotension,Post-Exercise Hypotension,4
Hypotension,Shy-Drager Syndrome,4
Vascular Diseases,Mesenteric Ischemia,3
Vascular Diseases,Myocardial Ischemia,3
Myocardial Ischemia,Acute Coronary Syndrome,4
Myocardial Ischemia,Angina Pectoris,4
Myocardial Ischemia,Coronary Disease,4
Myocardial Ischemia,Kounis Syndrome,4
Myocardial Ischemia,Myocardial Infarction,4
Myocardial Ischemia,Myocardial Reperfusion Injury,4
Vascular Diseases,"Optic Neuropathy, Ischemic",3
Vascular Diseases,Peliosis Hepatis,3
Vascular Diseases,Peripheral Vascular Diseases,3
Peripheral Vascular Diseases,Blue Toe Syndrome,4
Peripheral Vascular Diseases,Erythromelalgia,4
Peripheral Vascular Diseases,Livedo Reticularis,4
Peripheral Vascular Diseases,May-Thurner Syndrome,4
Peripheral Vascular Diseases,Peripheral Arterial Disease,4
Peripheral Vascular Diseases,Phlebitis,4
Peripheral Vascular Diseases,Raynaud Disease,4
Vascular Diseases,Prehypertension,3
Vascular Diseases,Pulmonary Veno-Occlusive Disease,3
Vascular Diseases,Reperfusion Injury,3
Reperfusion Injury,Myocardial Reperfusion Injury,4
Reperfusion Injury,Primary Graft Dysfunction,4
Vascular Diseases,Retinal Vein Occlusion,3
Vascular Diseases,Scimitar Syndrome,3
Vascular Diseases,Spinal Cord Vascular Diseases,3
Spinal Cord Vascular Diseases,Spinal Cord Ischemia,4
Vascular Diseases,Splenic Infarction,3
Vascular Diseases,"Stenosis, Pulmonary Vein",3
Vascular Diseases,Superior Vena Cava Syndrome,3
Vascular Diseases,Telangiectasis,3
Telangiectasis,Ataxia Telangiectasia,4
Telangiectasis,CREST Syndrome,4
Telangiectasis,Retinal Telangiectasis,4
Telangiectasis,"Telangiectasia, Hereditary Hemorrhagic",4
Vascular Diseases,Thoracic Outlet Syndrome,3
Thoracic Outlet Syndrome,Cervical Rib Syndrome,4
Vascular Diseases,Varicocele,3
Vascular Diseases,Varicose Veins,3
Varicose Veins,Varicose Ulcer,4
Vascular Diseases,Vascular Fistula,3
Vascular Fistula,Arterio-Arterial Fistula,4
Vascular Fistula,Arteriovenous Fistula,4
Vascular Diseases,Vascular Neoplasms,3
Vascular Diseases,Vascular System Injuries,3
Vascular Diseases,Vasculitis,3
Vasculitis,Aortitis,4
Vasculitis,Arteritis,4
Vasculitis,Behcet Syndrome,4
Vasculitis,Cogan Syndrome,4
Vasculitis,Malignant Atrophic Papulosis,4
Vasculitis,Mucocutaneous Lymph Node Syndrome,4
Vasculitis,Phlebitis,4
Vasculitis,"Purpura, Schoenlein-Henoch",4
Vasculitis,Retinal Vasculitis,4
Vasculitis,Shwartzman Phenomenon,4
Vasculitis,Systemic Vasculitis,4
Vasculitis,Thromboangiitis Obliterans,4
Vasculitis,"Vasculitis, Central Nervous System",4
Vasculitis,"Vasculitis, Leukocytoclastic, Cutaneous",4
Vascular Diseases,Vasoplegia,3
Vascular Diseases,Venous Insufficiency,3
Venous Insufficiency,Postphlebitic Syndrome,4
Venous Insufficiency,Postthrombotic Syndrome,4
Diseases,Hemic and Lymphatic Diseases,1
Hemic and Lymphatic Diseases,Hematologic Diseases,2
Hematologic Diseases,Anemia,3
Anemia,"Anemia, Aplastic",4
Anemia,"Anemia, Hemolytic",4
Anemia,"Anemia, Hypochromic",4
Anemia,"Anemia, Macrocytic",4
Anemia,"Anemia, Myelophthisic",4
Anemia,"Anemia, Neonatal",4
Anemia,"Anemia, Refractory",4
Anemia,"Anemia, Sideroblastic",4
Anemia,"Red-Cell Aplasia, Pure",4
Hematologic Diseases,Blood Coagulation Disorders,3
Blood Coagulation Disorders,"Blood Coagulation Disorders, Inherited",4
Blood Coagulation Disorders,Coagulation Protein Disorders,4
Blood Coagulation Disorders,Disseminated Intravascular Coagulation,4
Blood Coagulation Disorders,Ecchymosis,4
Blood Coagulation Disorders,Platelet Storage Pool Deficiency,4
Blood Coagulation Disorders,Protein S Deficiency,4
Blood Coagulation Disorders,Purpura,4
Blood Coagulation Disorders,"Thrombocythemia, Essential",4
Blood Coagulation Disorders,Vitamin K Deficiency,4
Hematologic Diseases,Blood Platelet Disorders,3
Blood Platelet Disorders,Bernard-Soulier Syndrome,4
Blood Platelet Disorders,Gray Platelet Syndrome,4
Blood Platelet Disorders,Platelet Storage Pool Deficiency,4
Blood Platelet Disorders,Thrombasthenia,4
Blood Platelet Disorders,Thrombocytopenia,4
Blood Platelet Disorders,Thrombocytosis,4
Blood Platelet Disorders,von Willebrand Diseases,4
Hematologic Diseases,Blood Protein Disorders,3
Blood Protein Disorders,Agammaglobulinemia,4
Blood Protein Disorders,Antithrombin III Deficiency,4
Blood Protein Disorders,Dysgammaglobulinemia,4
Blood Protein Disorders,Hypergammaglobulinemia,4
Blood Protein Disorders,Hypoproteinemia,4
Blood Protein Disorders,Paraproteinemias,4
Blood Protein Disorders,Protein C Deficiency,4
Blood Protein Disorders,Protein S Deficiency,4
Hematologic Diseases,Bone Marrow Diseases,3
Bone Marrow Diseases,"Anemia, Aplastic",4
Bone Marrow Diseases,Bone Marrow Neoplasms,4
Bone Marrow Diseases,Myelodysplastic-Myeloproliferative Diseases,4
Bone Marrow Diseases,Myelodysplastic Syndromes,4
Bone Marrow Diseases,Myeloproliferative Disorders,4
Hematologic Diseases,"Erythroblastosis, Fetal",3
"Erythroblastosis, Fetal",Hydrops Fetalis,4
"Erythroblastosis, Fetal",Kernicterus,4
Hematologic Diseases,Hematologic Neoplasms,3
Hematologic Neoplasms,Bone Marrow Neoplasms,4
Hematologic Diseases,Hemoglobinopathies,3
Hemoglobinopathies,"Anemia, Sickle Cell",4
Hemoglobinopathies,Hemoglobin C Disease,4
Hemoglobinopathies,Thalassemia,4
Hematologic Diseases,Hemorrhagic Disorders,3
Hemorrhagic Disorders,Afibrinogenemia,4
Hemorrhagic Disorders,Bernard-Soulier Syndrome,4
Hemorrhagic Disorders,Disseminated Intravascular Coagulation,4
Hemorrhagic Disorders,Factor V Deficiency,4
Hemorrhagic Disorders,Factor VII Deficiency,4
Hemorrhagic Disorders,Factor X Deficiency,4
Hemorrhagic Disorders,Factor XI Deficiency,4
Hemorrhagic Disorders,Factor XII Deficiency,4
Hemorrhagic Disorders,Factor XIII Deficiency,4
Hemorrhagic Disorders,Hemophilia A,4
Hemorrhagic Disorders,Hemophilia B,4
Hemorrhagic Disorders,Hemostatic Disorders,4
Hemorrhagic Disorders,Hypoprothrombinemias,4
Hemorrhagic Disorders,Platelet Storage Pool Deficiency,4
Hemorrhagic Disorders,"Purpura, Thrombocytopenic, Idiopathic",4
Hemorrhagic Disorders,Thrombasthenia,4
Hemorrhagic Disorders,"Thrombocythemia, Essential",4
Hemorrhagic Disorders,Vitamin K Deficiency,4
Hemorrhagic Disorders,von Willebrand Diseases,4
Hemorrhagic Disorders,Waterhouse-Friderichsen Syndrome,4
Hemorrhagic Disorders,Wiskott-Aldrich Syndrome,4
Hematologic Diseases,Leukocyte Disorders,3
Leukocyte Disorders,Eosinophilia,4
Leukocyte Disorders,Infectious Mononucleosis,4
Leukocyte Disorders,Leukocytosis,4
Leukocyte Disorders,Leukopenia,4
Leukocyte Disorders,Leukostasis,4
Leukocyte Disorders,Pelger-Huet Anomaly,4
Leukocyte Disorders,Phagocyte Bactericidal Dysfunction,4
Hematologic Diseases,Methemoglobinemia,3
Hematologic Diseases,Pancytopenia,3
Hematologic Diseases,Polycythemia,3
Hematologic Diseases,"Pregnancy Complications, Hematologic",3
Hematologic Diseases,Preleukemia,3
Hematologic Diseases,Sulfhemoglobinemia,3
Hematologic Diseases,Thrombophilia,3
Thrombophilia,Activated Protein C Resistance,4
Thrombophilia,Antithrombin III Deficiency,4
Thrombophilia,Disseminated Intravascular Coagulation,4
Thrombophilia,Protein C Deficiency,4
Thrombophilia,Protein S Deficiency,4
Thrombophilia,"Purpura, Thrombotic Thrombocytopenic",4
Hematologic Diseases,Transfusion Reaction,3
Transfusion Reaction,Transfusion-Related Acute Lung Injury,4
Hemic and Lymphatic Diseases,Lymphatic Diseases,2
Lymphatic Diseases,Histiocytosis,3
Histiocytosis,"Histiocytic Disorders, Malignant",4
Histiocytosis,"Histiocytosis, Langerhans-Cell",4
Histiocytosis,"Histiocytosis, Non-Langerhans-Cell",4
Lymphatic Diseases,Lymphadenitis,3
Lymphadenitis,Cat-Scratch Disease,4
Lymphadenitis,Histiocytic Necrotizing Lymphadenitis,4
Lymphadenitis,Mesenteric Lymphadenitis,4
Lymphatic Diseases,Lymphadenopathy,3
Lymphadenopathy,Immunoblastic Lymphadenopathy,4
Lymphatic Diseases,Lymphangiectasis,3
Lymphangiectasis,"Lymphangiectasis, Intestinal",4
Lymphatic Diseases,Lymphangitis,3
Lymphatic Diseases,Lymphatic Abnormalities,3
Lymphatic Abnormalities,22q11 Deletion Syndrome,4
Lymphatic Abnormalities,"Lymphangiectasis, Intestinal",4
Lymphatic Diseases,Lymphedema,3
Lymphedema,Breast Cancer Lymphedema,4
Lymphedema,Elephantiasis,4
Lymphedema,"Elephantiasis, Filarial",4
Lymphedema,Non-Filarial Lymphedema,4
Lymphatic Diseases,Lymphocele,3
Lymphatic Diseases,Lymphoproliferative Disorders,3
Lymphoproliferative Disorders,Agammaglobulinemia,4
Lymphoproliferative Disorders,Autoimmune Lymphoproliferative Syndrome,4
Lymphoproliferative Disorders,Castleman Disease,4
Lymphoproliferative Disorders,Granuloma,4
Lymphoproliferative Disorders,Heavy Chain Disease,4
Lymphoproliferative Disorders,Immunoblastic Lymphadenopathy,4
Lymphoproliferative Disorders,Infectious Mononucleosis,4
Lymphoproliferative Disorders,"Leukemia, Hairy Cell",4
Lymphoproliferative Disorders,"Leukemia, Lymphoid",4
Lymphoproliferative Disorders,Lymphangiomyoma,4
Lymphoproliferative Disorders,Lymphoma,4
Lymphoproliferative Disorders,Marek Disease,4
Lymphoproliferative Disorders,Sarcoidosis,4
Lymphoproliferative Disorders,Sezary Syndrome,4
Lymphoproliferative Disorders,Tumor Lysis Syndrome,4
Lymphoproliferative Disorders,Waldenstrom Macroglobulinemia,4
Lymphatic Diseases,Mucocutaneous Lymph Node Syndrome,3
Lymphatic Diseases,Pseudolymphoma,3
Lymphatic Diseases,Splenic Diseases,3
Splenic Diseases,Heterotaxy Syndrome,4
Splenic Diseases,Hypersplenism,4
Splenic Diseases,Splenic Infarction,4
Splenic Diseases,Splenic Neoplasms,4
Splenic Diseases,Splenic Rupture,4
Splenic Diseases,"Tuberculosis, Splenic",4
Splenic Diseases,Wandering Spleen,4
Lymphatic Diseases,Thymus Hyperplasia,3
Lymphatic Diseases,Thymus Neoplasms,3
Thymus Neoplasms,Thymoma,4
Diseases,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",1
"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormalities,2
Congenital Abnormalities,"Abnormalities, Drug-Induced",3
Congenital Abnormalities,"Abnormalities, Multiple",3
"Abnormalities, Multiple",22q11 Deletion Syndrome,4
"Abnormalities, Multiple",Alagille Syndrome,4
"Abnormalities, Multiple",Angelman Syndrome,4
"Abnormalities, Multiple",Barth Syndrome,4
"Abnormalities, Multiple",Basal Cell Nevus Syndrome,4
"Abnormalities, Multiple",Beckwith-Wiedemann Syndrome,4
"Abnormalities, Multiple",Bloom Syndrome,4
"Abnormalities, Multiple",Branchio-Oto-Renal Syndrome,4
"Abnormalities, Multiple",Carney Complex,4
"Abnormalities, Multiple",CHARGE Syndrome,4
"Abnormalities, Multiple",Ciliopathies,4
"Abnormalities, Multiple",Cockayne Syndrome,4
"Abnormalities, Multiple",Costello Syndrome,4
"Abnormalities, Multiple",Cri-du-Chat Syndrome,4
"Abnormalities, Multiple",De Lange Syndrome,4
"Abnormalities, Multiple",Deaf-Blind Disorders,4
"Abnormalities, Multiple",Donohue Syndrome,4
"Abnormalities, Multiple",Down Syndrome,4
"Abnormalities, Multiple",Ectodermal Dysplasia,4
"Abnormalities, Multiple",Fraser Syndrome,4
"Abnormalities, Multiple",Gardner Syndrome,4
"Abnormalities, Multiple",Heterotaxy Syndrome,4
"Abnormalities, Multiple",Holoprosencephaly,4
"Abnormalities, Multiple",Incontinentia Pigmenti,4
"Abnormalities, Multiple",Isolated Noncompaction of the Ventricular Myocardium,4
"Abnormalities, Multiple",Laurence-Moon Syndrome,4
"Abnormalities, Multiple",LEOPARD Syndrome,4
"Abnormalities, Multiple",Loeys-Dietz Syndrome,4
"Abnormalities, Multiple",Marfan Syndrome,4
"Abnormalities, Multiple",Mobius Syndrome,4
"Abnormalities, Multiple",Monilethrix,4
"Abnormalities, Multiple",Nail-Patella Syndrome,4
"Abnormalities, Multiple",Netherton Syndrome,4
"Abnormalities, Multiple","Nevus, Sebaceous of Jadassohn",4
"Abnormalities, Multiple",Oculocerebrorenal Syndrome,4
"Abnormalities, Multiple",Orofaciodigital Syndromes,4
"Abnormalities, Multiple",Pallister-Hall Syndrome,4
"Abnormalities, Multiple",Pentalogy of Cantrell,4
"Abnormalities, Multiple",POEMS Syndrome,4
"Abnormalities, Multiple",Polycystic Kidney Diseases,4
"Abnormalities, Multiple",Prader-Willi Syndrome,4
"Abnormalities, Multiple",Prolidase Deficiency,4
"Abnormalities, Multiple",Proteus Syndrome,4
"Abnormalities, Multiple",Prune Belly Syndrome,4
"Abnormalities, Multiple","Rubella Syndrome, Congenital",4
